itm_no_item|INVALID ITEM 
itm_toukui5|覆 面 盔 
itm_toukui5_pl|覆 面 盔 
itm_toukui6|覆 面 盔 
itm_toukui6_pl|覆 面 盔 
itm_s_kuei|兜 鍪
itm_s_kuei_pl|兜 鍪
itm_s_kuei3|兜 鍪
itm_s_kuei3_pl|兜 鍪
itm_kuei10|勇 字 盔
itm_kuei10_pl|勇 字 盔
itm_qibingkuei|明 战 盔
itm_qibingkuei_pl|明 战 盔
itm_qibingkuei1|明 战 盔
itm_qibingkuei1_pl|明 战 盔
itm_qibingkuei2|明 战 盔
itm_qibingkuei2_pl|明 战 盔
itm_mingkuei3|铁 盔
itm_mingkuei3_pl|铁 盔
itm_ming_kui|铁 盔
itm_ming_kui_pl|铁 盔
itm_mingkuei|兜 鍪
itm_mingkuei_pl|兜 鍪
itm_mingkuei2|铁 帽
itm_mingkuei2_pl|铁 帽
itm_kuei12|铁 盔
itm_kuei12_pl|铁 盔
itm_mingkuei11|战 帽 
itm_mingkuei11_pl|战 帽 
itm_ansar|覆 面 链 盔
itm_ansar_pl|覆 面 链 盔
itm_assawira_helmet|覆 面 链 盔
itm_assawira_helmet_pl|覆 面 链 盔
itm_muslim_leader|覆 面 链 盔
itm_muslim_leader_pl|覆 面 链 盔
itm_saracen_masked_helmet|覆 面 链 盔
itm_saracen_masked_helmet_pl|覆 面 链 盔
itm_saracen_masked_helmet_b|覆 面 链 盔
itm_saracen_masked_helmet_b_pl|覆 面 链 盔
itm_saracen_masked_helmet_c|覆 面 链 盔
itm_saracen_masked_helmet_c_pl|覆 面 链 盔
itm_saracen_masked_helmet_d|覆 面 链 盔
itm_saracen_masked_helmet_d_pl|覆 面 链 盔
itm_assassin_helmet2|刺 客 头 巾
itm_assassin_helmet2_pl|刺 客 头 巾
itm_burgonet|骑 士 盔
itm_burgonet_pl|骑 士 盔
itm_burgonet_trim|骑 士 盔
itm_burgonet_trim_pl|骑 士 盔
itm_classichelm_plume|米 兰 尖 盔 
itm_classichelm_plume_pl|米 兰 尖 盔 
itm_classichelm_v_2|米 兰 盔
itm_classichelm_v_2_pl|米 兰 盔
itm_combed_morion|高 顶 盔
itm_combed_morion_pl|高 顶 盔
itm_combed_morion_blued|高 顶 盔
itm_combed_morion_blued_pl|高 顶 盔
itm_flemish_armet|覆 面 盔
itm_flemish_armet_pl|覆 面 盔
itm_hounskull|覆 面 盔
itm_hounskull_pl|覆 面 盔
itm_kettlehat|轻 盔
itm_kettlehat_pl|轻 盔
itm_klappvisier|覆 面 盔
itm_klappvisier_pl|覆 面 盔
itm_landsknecht_hat_f|帽
itm_landsknecht_hat_f_pl|帽
itm_landsknecht_hat_g|帽
itm_landsknecht_hat_g_pl|帽
itm_new_sallet|哥 特 盔
itm_new_sallet_pl|哥 特 盔
itm_open_sallet|轻 盔
itm_open_sallet_pl|轻 盔
itm_qsk|米 兰 盔
itm_qsk_pl|米 兰 盔
itm_sarg_helm|轻 盔
itm_sarg_helm_pl|轻 盔
itm_valsgarde_new|萨 拉 逊 盔
itm_valsgarde_new_pl|萨 拉 逊 盔
itm_visored_sallet_coif|覆 面 盔
itm_visored_sallet_coif_pl|覆 面 盔
itm_armet_01|覆 面 盔
itm_armet_01_pl|覆 面 盔
itm_armet_02|覆 面 盔
itm_armet_02_pl|覆 面 盔
itm_armet_03|覆 面 盔
itm_armet_03_pl|覆 面 盔
itm_armet_04|覆 面 盔
itm_armet_04_pl|覆 面 盔
itm_bascinet_coif_01|羽 饰 覆 面 盔
itm_bascinet_coif_01_pl|羽 饰 覆 面 盔
itm_hounskull_bascinet_01|覆 面 盔
itm_hounskull_bascinet_01_pl|覆 面 盔
itm_hounskull_bascinet_02|覆 面 盔
itm_hounskull_bascinet_02_pl|覆 面 盔
itm_hounskull_bascinet_03|覆 面 盔
itm_hounskull_bascinet_03_pl|覆 面 盔
itm_hounskull_bascinet_04|羽 饰 覆 面 盔
itm_hounskull_bascinet_04_pl|羽 饰 覆 面 盔
itm_hounskull_bascinet_05|覆 面 盔
itm_hounskull_bascinet_05_pl|覆 面 盔
itm_hounskull_bascinet_06|羽 饰 覆 面 盔
itm_hounskull_bascinet_06_pl|羽 饰 覆 面 盔
itm_hounskull_bascinet_07|羽 饰 覆 面 盔
itm_hounskull_bascinet_07_pl|羽 饰 覆 面 盔
itm_tournament_helmb|比 武 用 盔
itm_tournament_helmb_pl|比 武 用 盔
itm_tournament_helmg|比 武 用 盔
itm_tournament_helmg_pl|比 武 用 盔
itm_tournament_helmr|比 武 用 盔
itm_tournament_helmr_pl|比 武 用 盔
itm_tournament_helmy|比 武 用 盔
itm_tournament_helmy_pl|比 武 用 盔
itm_visored_bascinet_02|比 武 用 盔
itm_visored_bascinet_02_pl|比 武 用 盔
itm_armet|尖 盔
itm_armet_pl|尖 盔
itm_beret_a|苏 格 兰 帽
itm_beret_a_pl|苏 格 兰 帽
itm_beret_b|苏 格 兰 帽
itm_beret_b_pl|苏 格 兰 帽
itm_beret_c|苏 格 兰 帽
itm_beret_c_pl|苏 格 兰 帽
itm_blck_reytar_sholom|轻 骑 兵 盔
itm_blck_reytar_sholom_pl|轻 骑 兵 盔
itm_boyar_sholom|波 耶 骑 兵 盔
itm_boyar_sholom_pl|波 耶 骑 兵 盔
itm_gorshok|圆 顶 盔
itm_gorshok_pl|圆 顶 盔
itm_husar_sholom|翼 骑 兵 盔
itm_husar_sholom_pl|翼 骑 兵 盔
itm_janissary_hat_a|苏 丹 亲 兵 帽
itm_janissary_hat_a_pl|苏 丹 亲 兵 帽
itm_janissary_hat_b|苏 丹 亲 兵 帽
itm_janissary_hat_b_pl|苏 丹 亲 兵 帽
itm_kabasset|圆 顶 盔
itm_kabasset_pl|圆 顶 盔
itm_kalmyk_helmet|卡 尔 梅 克 盔
itm_kalmyk_helmet_pl|卡 尔 梅 克 盔
itm_misurka_a|链 甲 盔
itm_misurka_a_pl|链 甲 盔
itm_misurka_b|链 甲 盔
itm_misurka_b_pl|链 甲 盔
itm_misurka_c|链 甲 盔
itm_misurka_c_pl|链 甲 盔
itm_misurka_e|链 甲 盔
itm_misurka_e_pl|链 甲 盔
itm_misurka_rich_a|链 甲 盔
itm_misurka_rich_a_pl|链 甲 盔
itm_misurka_rich_a|链 甲 盔
itm_misurka_rich_a_pl|链 甲 盔
itm_morion_good|高 顶 盔
itm_morion_good_pl|高 顶 盔
itm_morion_perfect|高 顶 盔
itm_morion_perfect_pl|高 顶 盔
itm_mosk_hat_streletz_a|俄 国 帽
itm_mosk_hat_streletz_a_pl|俄 国 帽
itm_mosk_hat_streletz_c|俄 国 帽
itm_mosk_hat_streletz_c_pl|俄 国 帽
itm_mosk_shelom|俄 囯 盔
itm_mosk_shelom_pl|俄 囯 盔
itm_mosk_shishak|俄 锥 顶 盔
itm_mosk_shishak_pl|俄 锥 顶 盔
itm_pol_hat_good1|波 兰 帽
itm_pol_hat_good1_pl|波 兰 帽
itm_pol_hat_good2|波 兰 帽
itm_pol_hat_good2_pl|波 兰 帽
itm_pol_hat_mehova_pero|波 兰 帽
itm_pol_hat_mehova_pero_pl|波 兰 帽
itm_pol_hat_pero1|波 兰 帽
itm_pol_hat_pero1_pl|波 兰 帽
itm_pol_hat_pero2|波 兰 帽
itm_pol_hat_pero2_pl|波 兰 帽
itm_pol_husar_helm_greben|翼 骑 兵 盔
itm_pol_husar_helm_greben_pl|翼 骑 兵 盔
itm_reytar_sholom|轻 骑 兵 盔
itm_reytar_sholom_pl|轻 骑 兵 盔
itm_shapka_jeleznaya|锥 顶 帽
itm_shapka_jeleznaya_pl|锥 顶 帽
itm_shlapa_black_a|市 民 帽
itm_shlapa_black_a_pl|市 民 帽
itm_shlapa_black_b|市 民 帽
itm_shlapa_black_b_pl|市 民 帽
itm_shlapa_black_c|市 民 帽
itm_shlapa_black_c_pl|市 民 帽
itm_shlapa_blue_a|市 民 帽
itm_shlapa_blue_a_pl|市 民 帽
itm_shlapa_blue_b|市 民 帽
itm_shlapa_blue_b_pl|市 民 帽
itm_shlapa_blue_c|市 民 帽
itm_shlapa_blue_c_pl|市 民 帽
itm_shlapa_brown_a|市 民 帽
itm_shlapa_brown_a_pl|市 民 帽
itm_shlapa_brown_b|市 民 帽
itm_shlapa_brown_b_pl|市 民 帽
itm_ttr_kolpak|鞑 靼 帽
itm_ttr_kolpak_pl|鞑 靼 帽
itm_ttr_shapka_civil|鞑 靼 帽
itm_ttr_shapka_civil_pl|鞑 靼 帽
itm_ttr_shapka_nogayska_a|鞑 靼 帽
itm_ttr_shapka_nogayska_a_pl|鞑 靼 帽
itm_ttr_shapka_nogayska_b|鞑 靼 帽
itm_ttr_shapka_nogayska_b_pl|鞑 靼 帽
itm_ttr_sholom_a|鞑 靼 盔
itm_ttr_sholom_a_pl|鞑 靼 盔
itm_ttr_sholom_b|鞑 靼 盔
itm_ttr_sholom_b_pl|鞑 靼 盔
itm_ttr_sholom_good|鞑 靼 盔
itm_ttr_sholom_good_pl|鞑 靼 盔
itm_turban|头 巾 
itm_turban_pl|头 巾 
itm_ukr_kozak_shapka_b|哥 萨 克 帽
itm_ukr_kozak_shapka_b_pl|哥 萨 克 帽
itm_ukr_prosta_shapka|哥 萨 克 帽
itm_ukr_prosta_shapka_pl|哥 萨 克 帽
itm_ukr_shapka_s_perom_a|哥 萨 克 帽
itm_ukr_shapka_s_perom_a_pl|哥 萨 克 帽
itm_ukr_shapka_s_perom_b|哥 萨 克 帽
itm_ukr_shapka_s_perom_b_pl|哥 萨 克 帽
itm_ukr_shapka_s_misurkoy|哥 萨 克 链 甲 帽
itm_ukr_shapka_s_misurkoy_pl|哥 萨 克 链 甲 帽
itm_qingkuei_huang|清 镶 黄 旗 盔 
itm_qingkuei_huang_pl|清 镶 黄 旗 盔 
itm_qingkuei_b|清 镶 白 旗 盔 
itm_qingkuei_b_pl|清 镶 白 旗 盔 
itm_qingkuei_hong|清 镶 红 旗 盔 
itm_qingkuei_hong_pl|清 镶 红 旗 盔 
itm_qingkuei_lang|清 镶 蓝 旗 盔 
itm_qingkuei_lang_pl|清 镶 蓝 旗 盔 
itm_qingkuei_zhuang|清 正 黄 旗 盔 
itm_qingkuei_zhuang_pl|清 正 黄 旗 盔 
itm_qingkuei_zb|清 正 白 旗 盔 
itm_qingkuei_zb_pl|清 正 白 旗 盔 
itm_qingkuei_zhong|清 正 红 旗 盔 
itm_qingkuei_zhong_pl|清 正 红 旗 盔 
itm_qingkuei_zlang|清 正 蓝 旗 盔 
itm_qingkuei_zlang_pl|清 正 蓝 旗 盔 
itm_qingkuei1|女 真 帽
itm_qingkuei1_pl|女 真 帽
itm_qingkuei2|清 皇 盔 
itm_qingkuei2_pl|清 皇 盔 
itm_qingkuei3|女 真 帽
itm_qingkuei3_pl|女 真 帽
itm_qingkuei_jiangjun|清 将 军 盔 
itm_qingkuei_jiangjun_pl|清 将 军 盔 
itm_qingkuei_jiangjun_huang|清 将 军 盔 
itm_qingkuei_jiangjun_huang_pl|清 将 军 盔 
itm_heiliw|足 轻 帽
itm_heiliw_pl|足 轻 帽
itm_lanli|足 轻 帽
itm_lanli_pl|足 轻 帽
itm_zhentiankui|武 士 盔
itm_zhentiankui_pl|武 士 盔
itm_zhentian|武 士 盔
itm_zhentian_pl|武 士 盔
itm_hat_blue|帽
itm_hat_blue_pl|帽
itm_hat_black|帽
itm_hat_black_pl|帽
itm_hat_yellow|帽
itm_hat_yellow_pl|帽
itm_hat_red|帽
itm_hat_red_pl|帽
itm_head_black|黑 头 盔 
itm_head_black_pl|黑 头 盔 
itm_korea_qibingkuei1|朝 鲜 盔 1
itm_korea_qibingkuei1_pl|朝 鲜 盔 1
itm_korea_qibingkuei2|朝 鲜 盔 2
itm_korea_qibingkuei2_pl|朝 鲜 盔 2
itm_korea_qibingkuei3|朝 鲜 盔 3
itm_korea_qibingkuei3_pl|朝 鲜 盔 3
itm_korea_qibingkuei4|朝 鲜 盔 4
itm_korea_qibingkuei4_pl|朝 鲜 盔 4
itm_beige_turban|头 巾 a
itm_beige_turban_pl|头 巾 a
itm_white_headress|羽 毛 头 盔 
itm_white_headress_pl|羽 毛 头 盔 
itm_indian_hat_a|羽 毛 头 盔 1
itm_indian_hat_a_pl|羽 毛 头 盔 1
itm_horns|羽 毛 头 盔 a
itm_horns_pl|羽 毛 头 盔 a
itm_feather_b|羽 毛 头 饰 
itm_feather_b_pl|羽 毛 头 饰 
itm_helm_vijaynagri_royal|羽 饰 头 盔 
itm_helm_vijaynagri_royal_pl|羽 饰 头 盔 
itm_copy_helm_vijaynagri_royal|羽 饰 头 盔 1
itm_copy_helm_vijaynagri_royal_pl|羽 饰 头 盔 1
itm_kazakh_hat|哈 萨 克 帽 子 
itm_kazakh_hat_pl|哈 萨 克 帽 子 
itm_khan_xep_nau|头 巾 
itm_khan_xep_nau_pl|头 巾 
itm_khan_xep_xanh|头 巾 
itm_khan_xep_xanh_pl|头 巾 
itm_khan_xep_luc|头 巾 
itm_khan_xep_luc_pl|头 巾 
itm_viet_hat|斗 笠 
itm_viet_hat_pl|斗 笠 
itm_turban_helmet_new|希 帕 西 遮 面 盔 
itm_turban_helmet_new_pl|希 帕 西 遮 面 盔 
itm_coyote_head|土 狼 头 盔 
itm_coyote_head_pl|土 狼 头 盔 
itm_jaguar_head|猛 虎 
itm_jaguar_head_pl|猛 虎 
itm_eagle_head|雄 鹰 
itm_eagle_head_pl|雄 鹰 
itm_cuahchiqueh_helmet|美 洲 头 饰 
itm_cuahchiqueh_helmet_pl|美 洲 头 饰 
itm_shadow_mask|忍 者 面 罩 
itm_shadow_mask_pl|忍 者 面 罩 
itm_sohei_hood|僧 衣 头 罩 
itm_sohei_hood_pl|僧 衣 头 罩 
itm_sg_helm_b1|黎 朝 头 盔 
itm_sg_helm_b1_pl|黎 朝 头 盔 
itm_burma_t1|头 巾 
itm_burma_t1_pl|头 巾 
itm_hat_black1|帽 子 
itm_hat_black1_pl|帽 子 
itm_kak1|头 巾 11
itm_kak1_pl|头 巾 11
itm_prato_chapel1|头 盔 
itm_prato_chapel1_pl|头 盔 
itm_morion_spain|头 盔 1
itm_morion_spain_pl|头 盔 1
itm_toutao_black|头 罩 
itm_toutao_black_pl|头 罩 
itm_turbmail|链 甲 头 盔 
itm_turbmail_pl|链 甲 头 盔 
itm_arhelm_norig|链 甲 头 盔 1
itm_arhelm_norig_pl|链 甲 头 盔 1
itm_kabuto_inv|遮 面 盔 
itm_kabuto_inv_pl|遮 面 盔 
itm_baijiakui|日 本 盔 
itm_baijiakui_pl|日 本 盔 
itm_heiyuankuiahei|日 本 盔 
itm_heiyuankuiahei_pl|日 本 盔 
itm_heimiankui|日 本 盔 
itm_heimiankui_pl|日 本 盔 
itm_shoumiankuihei|日 本 盔 
itm_shoumiankuihei_pl|日 本 盔 
itm_jiankuihei|日 本 盔 
itm_jiankuihei_pl|日 本 盔 
itm_jiankuihong|日 本 盔 
itm_jiankuihong_pl|日 本 盔 
itm_shoumiankuihong|日 本 盔 
itm_shoumiankuihong_pl|日 本 盔 
itm_miankuihong|日 本 盔 
itm_miankuihong_pl|日 本 盔 
itm_heiyuankuiahong|日 本 盔 
itm_heiyuankuiahong_pl|日 本 盔 
itm_east_asian_helmet1|朝 鲜 盔 11
itm_east_asian_helmet1_pl|朝 鲜 盔 11
itm_korean_guard_helmet|朝 鲜 盔 22
itm_korean_guard_helmet_pl|朝 鲜 盔 22
itm_korean_infantrie_helmet|朝 鲜 盔 33
itm_korean_infantrie_helmet_pl|朝 鲜 盔 33
itm_korean_footman_hat|朝 鲜 步 兵 头 盔 
itm_korean_footman_hat_pl|朝 鲜 步 兵 头 盔 
itm_yf_hwwg|皇 冠 
itm_yf_hwwg_pl|皇 冠 
itm_hanguan3|汉 冠 
itm_hanguan3_pl|汉 冠 
itm_mwushamao01|乌 纱 帽 
itm_mwushamao01_pl|乌 纱 帽 
itm_mwushamao02|乌 纱 帽 
itm_mwushamao02_pl|乌 纱 帽 
itm_mwushamao03|带 头 巾 的 乌 纱 帽 
itm_mwushamao03_pl|带 头 巾 的 乌 纱 帽 
itm_mwushamao04|皇 帽 
itm_mwushamao04_pl|皇 帽 
itm_china_hat_a|锦 衣 卫 帽 
itm_china_hat_a_pl|锦 衣 卫 帽 
itm_daming_helmet|铁 盔 
itm_daming_helmet_pl|铁 盔 
itm_daming_helmet_01|铁 盔 
itm_daming_helmet_01_pl|铁 盔 
itm_daming_helmet_02|军 官 铁 盔 
itm_daming_helmet_02_pl|军 官 铁 盔 
itm_daming_helmet_03|军 官 铁 盔 
itm_daming_helmet_03_pl|军 官 铁 盔 
itm_daming_helmet_04|士 兵 盔 
itm_daming_helmet_04_pl|士 兵 盔 
itm_daming_helmet_05|勇 字 盔 
itm_daming_helmet_05_pl|勇 字 盔 
itm_daming_helmet_06|军 官 头 盔 
itm_daming_helmet_06_pl|军 官 头 盔 
itm_daming_helmet_07|铁 盔 
itm_daming_helmet_07_pl|铁 盔 
itm_daming_helmet_08|铁 盔 
itm_daming_helmet_08_pl|铁 盔 
itm_daming_helmet_09|兜 帽 
itm_daming_helmet_09_pl|兜 帽 
itm_daming_helmet_10|军 官 兜 盔 
itm_daming_helmet_10_pl|军 官 兜 盔 
itm_daming_helmet_11|红 色 头 盔 
itm_daming_helmet_11_pl|红 色 头 盔 
itm_daming_helmet_12|黑 色 头 盔 
itm_daming_helmet_12_pl|黑 色 头 盔 
itm_daming_helmet_13|红 色 头 盔 1
itm_daming_helmet_13_pl|红 色 头 盔 1
itm_daming_helmet_14|黑 色 头 盔 
itm_daming_helmet_14_pl|黑 色 头 盔 
itm_daming_helmet_15|铁 兜 
itm_daming_helmet_15_pl|铁 兜 
itm_daming_helmet_16|帽 
itm_daming_helmet_16_pl|帽 
itm_daming_helmet_17|帽 
itm_daming_helmet_17_pl|帽 
itm_daming_helmet_18|蓝 色 棉 盔 
itm_daming_helmet_18_pl|蓝 色 棉 盔 
itm_daming_helmet_19|黄 色 棉 盔 
itm_daming_helmet_19_pl|黄 色 棉 盔 
itm_daming_helmet_20|重 盔 
itm_daming_helmet_20_pl|重 盔 
itm_gnezdovo_helm|罗 斯 盔
itm_gnezdovo_helm_pl|罗 斯 盔
itm_bascinet|尖 顶 盔 
itm_bascinet_pl|尖 顶 盔 
itm_bascinet_2|带 面 罩 尖 顶 盔 
itm_bascinet_2_pl|带 面 罩 尖 顶 盔 
itm_bascinet_3|带 护 鼻 尖 顶 盔 
itm_bascinet_3_pl|带 护 鼻 尖 顶 盔 
itm_guard_helmet|护 盔 
itm_guard_helmet_pl|护 盔 
itm_black_helmet|黑 盔 
itm_black_helmet_pl|黑 盔 
itm_full_helm|覆 面 盔 
itm_full_helm_pl|覆 面 盔 
itm_great_helmet|巨 盔 
itm_great_helmet_pl|巨 盔 
itm_winged_great_helmet|带 翼 巨 盔 
itm_winged_great_helmet_pl|带 翼 巨 盔 
itm_wooden_stick|木 枝 
itm_wooden_stick_pl|木 枝 
itm_cudgel|短 棍 
itm_cudgel_pl|短 棍 
itm_hammer|锤 子 
itm_hammer_pl|锤 子 
itm_club|木 棒 
itm_club_pl|木 棒 
itm_winged_mace|凸 缘 杖 
itm_winged_mace_pl|凸 缘 杖 
itm_spiked_mace|尖 头 杖 
itm_spiked_mace_pl|尖 头 杖 
itm_military_hammer|军 用 锤 
itm_military_hammer_pl|军 用 锤 
itm_maul|木 锤 
itm_maul_pl|木 锤 
itm_sledgehammer|大 锤 
itm_sledgehammer_pl|大 锤 
itm_warhammer|巨 锤 
itm_warhammer_pl|巨 锤 
itm_pickaxe|鹤 嘴 锄 
itm_pickaxe_pl|鹤 嘴 锄 
itm_spiked_club|尖 头 棒 
itm_spiked_club_pl|尖 头 棒 
itm_fighting_pick|格 斗 锄 
itm_fighting_pick_pl|格 斗 锄 
itm_military_pick|军 用 锄 
itm_military_pick_pl|军 用 锄 
itm_morningstar|钉 头 锤 
itm_morningstar_pl|钉 头 锤 
itm_sickle|镰 刀 
itm_sickle_pl|镰 刀 
itm_cleaver|菜 刀 
itm_cleaver_pl|菜 刀 
itm_knife|小 刀 
itm_knife_pl|小 刀 
itm_butchering_knife|屠 宰 刀 
itm_butchering_knife_pl|屠 宰 刀 
itm_dirk|短 匕 首 
itm_dirk_pl|短 匕 首 
itm_bollock_dagger|匕 首 
itm_bollock_dagger_pl|匕 首 
itm_pikeman_dagger|匕 首 
itm_pikeman_dagger_pl|匕 首 
itm_rondel_dagger|匕 首 
itm_rondel_dagger_pl|匕 首 
itm_mackie_dagger|精 致 匕 首 
itm_mackie_dagger_pl|精 致 匕 首 
itm_dagger|匕 首 
itm_dagger_pl|匕 首 
itm_falchion|单 刀 
itm_falchion_pl|单 刀 
itm_scimitar|弯 刀 
itm_scimitar_pl|弯 刀 
itm_scimitar_b|精 锐 弯 刀 
itm_scimitar_b_pl|精 锐 弯 刀 
itm_arabian_sword_a|萨 兰 德 剑 
itm_arabian_sword_a_pl|萨 兰 德 剑 
itm_arabian_sword_b|萨 兰 德 战 士 剑 
itm_arabian_sword_b_pl|萨 兰 德 战 士 剑 
itm_sarranid_cavalry_sword|萨 兰 德 骑 兵 剑 
itm_sarranid_cavalry_sword_pl|萨 兰 德 骑 兵 剑 
itm_arabian_sword_d|萨 兰 德 卫 士 剑 
itm_arabian_sword_d_pl|萨 兰 德 卫 士 剑 
itm_great_sword|巨 剑 
itm_great_sword_pl|巨 剑 
itm_sword_of_war|战 争 之 剑 
itm_sword_of_war_pl|战 争 之 剑 
itm_hatchet|短 斧 
itm_hatchet_pl|短 斧 
itm_hand_axe|手 斧 
itm_hand_axe_pl|手 斧 
itm_fighting_axe|格 斗 斧 
itm_fighting_axe_pl|格 斗 斧 
itm_axe|斧 
itm_axe_pl|斧 
itm_voulge|长 柄 砍 刀 
itm_voulge_pl|长 柄 砍 刀 
itm_battle_axe|战 斗 斧 
itm_battle_axe_pl|战 斗 斧 
itm_war_axe|战 斧 
itm_war_axe_pl|战 斧 
itm_flamberge|巨 剑 
itm_flamberge_pl|巨 剑 
itm_khmer_blade|高 棉 镰 刀 
itm_khmer_blade_pl|高 棉 镰 刀 
itm_yf_bfhj|古 剑 （汉 匈 ）
itm_yf_bfhj_pl|古 剑 （汉 匈 ）
itm_maquahuitl_two_handed|长 柄 玛 喀 霍 特 战 棍 
itm_maquahuitl_two_handed_pl|长 柄 玛 喀 霍 特 战 棍 
itm_danish_greatsword|巨 剑 
itm_danish_greatsword_pl|巨 剑 
itm_daming_guduo|骨 朵 
itm_daming_guduo_pl|骨 朵 
itm_summer_military_sword|军 用 剑 
itm_summer_military_sword_pl|军 用 剑 
itm_mackie_mangler|长 钉 锤 
itm_mackie_mangler_pl|长 钉 锤 
itm_mackie_morning_star_long|长 流 星 锤 
itm_mackie_morning_star_long_pl|长 流 星 锤 
itm_mackie_pendulum|月 牙 斧 
itm_mackie_pendulum_pl|月 牙 斧 
itm_mackie_celtic_axe|战 斧 
itm_mackie_celtic_axe_pl|战 斧 
itm_sword_two_handed_b|双 手 剑 
itm_sword_two_handed_b_pl|双 手 剑 
itm_sword_two_handed_a|巨 剑 
itm_sword_two_handed_a_pl|巨 剑 
itm_khergit_sword_two_handed_a|双 手 弯 刀 
itm_khergit_sword_two_handed_a_pl|双 手 弯 刀 
itm_khergit_sword_two_handed_b|双 手 弯 刀 
itm_khergit_sword_two_handed_b_pl|双 手 弯 刀 
itm_two_handed_cleaver|直 刃 战 刀 
itm_two_handed_cleaver_pl|直 刃 战 刀 
itm_military_cleaver_b|直 刃 士 兵 刀 
itm_military_cleaver_b_pl|直 刃 士 兵 刀 
itm_military_cleaver_c|直 刃 军 用 刀 
itm_military_cleaver_c_pl|直 刃 军 用 刀 
itm_military_sickle_a|军 用 镰 刀 
itm_military_sickle_a_pl|军 用 镰 刀 
itm_bastard_sword_a|手 半 剑 
itm_bastard_sword_a_pl|手 半 剑 
itm_2h_claymore|双 刃 大 砍 刃
itm_2h_claymore_pl|双 刃 大 砍 刃
itm_maquahuitl|玛 喀 霍 特 战 棍 
itm_maquahuitl_pl|玛 喀 霍 特 战 棍 
itm_broom1|巨 棍 
itm_broom1_pl|巨 棍 
itm_longsword|长 剑 
itm_longsword_pl|长 剑 
itm_english_longsword|英 国 长 剑 
itm_english_longsword_pl|英 国 长 剑 
itm_german_bastard_sword|日 耳 曼 手 半 剑 
itm_german_bastard_sword_pl|日 耳 曼 手 半 剑 
itm_crusader_sword|十 字 军 剑 
itm_crusader_sword_pl|十 字 军 剑 
itm_grosse_messer_b|弯 刀 
itm_grosse_messer_b_pl|弯 刀 
itm_mackie_basehuitl|黑 曜 石 战 棍 
itm_mackie_basehuitl_pl|黑 曜 石 战 棍 
itm_mackie_basehuitl_plain|战 棍 
itm_mackie_basehuitl_plain_pl|战 棍 
itm_mackie_bastard|手 半 剑 
itm_mackie_bastard_pl|手 半 剑 
itm_mackie_strange_sword|长 刀 
itm_mackie_strange_sword_pl|长 刀 
itm_mackie_kriegsmesser|重 刀 
itm_mackie_kriegsmesser_pl|重 刀 
itm_bastard_sword_b|重 型 手 半 剑 
itm_bastard_sword_b_pl|重 型 手 半 剑 
itm_one_handed_war_axe_a|单 手 斧 
itm_one_handed_war_axe_a_pl|单 手 斧 
itm_one_handed_battle_axe_a|单 手 战 斗 斧 
itm_one_handed_battle_axe_a_pl|单 手 战 斗 斧 
itm_one_handed_war_axe_b|单 手 战 斧 
itm_one_handed_war_axe_b_pl|单 手 战 斧 
itm_one_handed_battle_axe_b|单 手 战 斗 斧 
itm_one_handed_battle_axe_b_pl|单 手 战 斗 斧 
itm_one_handed_battle_axe_c|单 手 战 斗 斧 
itm_one_handed_battle_axe_c_pl|单 手 战 斗 斧 
itm_two_handed_axe|双 手 斧 
itm_two_handed_axe_pl|双 手 斧 
itm_two_handed_battle_axe_2|双 手 战 斧 
itm_two_handed_battle_axe_2_pl|双 手 战 斧 
itm_shortened_voulge|短 柄 砍 刀 
itm_shortened_voulge_pl|短 柄 砍 刀 
itm_great_axe|巨 斧 
itm_great_axe_pl|巨 斧 
itm_long_axe|长 斧 
itm_long_axe_pl|长 斧 
itm_long_axe_alt|长 斧 
itm_long_axe_alt_pl|长 斧 
itm_long_axe_b|长 战 斧 
itm_long_axe_b_pl|长 战 斧 
itm_long_axe_b_alt|长 战 斧 
itm_long_axe_b_alt_pl|长 战 斧 
itm_long_axe_c|巨 型 长 斧 
itm_long_axe_c_pl|巨 型 长 斧 
itm_long_axe_c_alt|巨 型 长 斧 
itm_long_axe_c_alt_pl|巨 型 长 斧 
itm_bardiche|月 刃 斧 
itm_bardiche_pl|月 刃 斧 
itm_great_bardiche|巨 型 月 刃 斧 
itm_great_bardiche_pl|巨 型 月 刃 斧 
itm_voulge|长 柄 砍 刀 
itm_voulge_pl|长 柄 砍 刀 
itm_long_bardiche|长 月 刃 斧 
itm_long_bardiche_pl|长 月 刃 斧 
itm_great_long_bardiche|巨 型 长 月 刃 斧 
itm_great_long_bardiche_pl|巨 型 长 月 刃 斧 
itm_english_bill|英 国 勾 镰 
itm_english_bill_pl|英 国 勾 镰 
itm_swiss_halberd|瑞 士 戟 
itm_swiss_halberd_pl|瑞 士 戟 
itm_pudao|朴 刀 
itm_pudao_pl|朴 刀 
itm_ptpudao|朴 刀 
itm_ptpudao_pl|朴 刀 
itm_long_pudao|长 朴 刀 
itm_long_pudao_pl|长 朴 刀 
itm_cjpudao|长 朴 刀 
itm_cjpudao_pl|长 朴 刀 
itm_qing_zhandao_2|陌 刀
itm_qing_zhandao_2_pl|陌 刀
itm_zrd|中 华 直 刃 刀 
itm_zrd_pl|中 华 直 刃 刀 
itm_tdd_jy|简 装 唐 刀 
itm_tdd_jy_pl|简 装 唐 刀 
itm_kxzd|女 真 战 刀 
